baseMean log2FoldChange lfcSE stat pvalue padj weight
chr2_208202261_208203199 67.0096745121206 0.799590414753457 0.205907923809429 3.88324256765121 0.000103072650472559 0.00733458505216652 3.80512312704137
chr5_154057447_154057956 17.9665401850851 -1.48778963869747 0.380810897488817 -3.90689880071291 9.34882851719377e-05 0.00733458505216652 3.45232701566818
chrX_53448858_53450303 81.2071757606803 0.651773024667298 0.17014674804747 3.83065225839907 0.000127804019649383 0.00735215782840519 4.70110458766979
chr7_90454140_90454700 24.1241706335285 1.30858877922705 0.339151076019044 3.85842437708666 0.000114120366929335 0.00736449417860801 4.18562683728989
chr20_6686801_6687133 13.0803264654795 -1.91961995418726 0.476223364223019 -4.03092350859185 5.55581238649011e-05 0.00737603111178267 2.03025408121129
chr7_76751192_76752211 41.4213549712814 0.941963771324731 0.242731209849824 3.88068667357411 0.000104161961261906 0.00737603111178267 3.80512312704137
chr5_66306510_66307539 62.0822121750163 0.865691803050835 0.226807732773232 3.81685312253607 0.00013516457691533 0.00738004347172561 4.92301184571865
chr7_150634996_150635853 32.2103295592323 1.070229243256 0.276588374463682 3.86939344551708 0.000109106451797235 0.00738004347172561 3.97653780172579
chr4_186494625_186495499 37.8019103770987 1.02324596425579 0.26557140026156 3.85299758651723 0.000116680541013743 0.00751460556929767 4.16862106423833
chr11_37809750_37810520 13.4557743019554 1.80529243123749 0.451290375578623 4.0002901212392 6.32648747261606e-05 0.00751736017659065 2.24310907717343
chr16_69760041_69761201 78.2088589170937 0.710884522811429 0.188970886564519 3.76187324796573 0.000168645513391989 0.00751736017659065 5.98549523606804
chr16_80603118_80603885 24.8475211561315 1.26811167735673 0.332683455191638 3.81176658342162 0.000137977140475264 0.00751736017659065 4.89603297841886
chr21_46387704_46388358 16.0964404230024 -1.56880987296155 0.392873245481889 -3.99317054801551 6.51956404074585e-05 0.00751736017659065 2.3181064632807
chr4_113152395_113153748 92.7537776515035 0.660778578230521 0.170553131598575 3.87432685660543 0.000106919828996639 0.00751736017659065 3.80512312704137
chr7_131222864_131223875 18.33517761453 -1.40892367513883 0.365838581711533 -3.85121675397753 0.000117532413781727 0.00751736017659065 4.18162701614218
chr7_284974_286009 13.5787643380038 -1.8376821672104 0.45658276877559 -4.02486097348458 5.70089850994635e-05 0.00755151388137848 2.00974094846241
chr12_110493186_110494110 18.4770583801467 1.45844525844902 0.379017903831743 3.84795874734315 0.000119106102962802 0.00755789639911023 4.1856268371571
chr7_75666540_75667227 17.275964415066 -1.56562849303815 0.393828253638968 -3.97540927694183 7.02583239247933e-05 0.00755789639911023 2.46879439729965
chr19_727448_728421 13.8045475425404 -1.74654480888844 0.438061595268209 -3.98698454225163 6.69183836252021e-05 0.00757084185085354 2.34460083731489
chr12_52279672_52280164 19.9773898215646 -1.38452542524114 0.362307020769107 -3.82141483844852 0.000132688235154427 0.00757392021846786 4.64151263845805
chr4_187111753_187113720 65.3199736868779 0.751693911290367 0.200056341127192 3.75741107257608 0.000171680347123604 0.00759012902235189 5.98549523606804
chr1_111965142_111966148 36.245221800166 1.01731380592138 0.264627925378761 3.84431765644272 0.000120888332885941 0.00763664765871947 4.17901372314467
chr4_1311280_1312362 19.1862444434691 -1.37943862155486 0.358102606330801 -3.8520764640305 0.000117120436281497 0.00763664765871947 4.05324556093947
chr16_46722252_46724234 126.024413505422 0.556612825762331 0.146370298537396 3.80277167789012 0.000143086217002816 0.00766375756808959 4.92301184571865
chr2_142975966_142976626 20.8192662388073 1.43110245605304 0.371352906697831 3.85375320952456 0.000116320846225647 0.00767693658424134 3.97653780172579
chr3_135914202_135916103 121.751345521277 0.539589918612658 0.14152878379133 3.81258076384115 0.000137523269833132 0.00767693658424134 4.70110458766979
chr3_139062685_139063543 40.3162473864039 0.984123975351896 0.254642803176663 3.86472330289712 0.00011121520312244 0.00767693658424134 3.80512312704137
chr5_142024217_142025149 65.9492449644542 0.756191030122272 0.198926902981438 3.80135124404381 0.00014390912714424 0.00767693658424134 4.92301184571865
chr5_18792131_18793055 32.9689222331212 1.03682289115709 0.270048168436857 3.83939982692206 0.000123335438087432 0.00773489590625983 4.17901372314467
chr7_49214000_49214713 15.3736346362408 1.74747619728278 0.440664093444132 3.96555159197315 7.32264108639391e-05 0.00773489590625983 2.47854629202711
chr3_37034105_37035381 125.797721730167 0.567428963933008 0.151461643606278 3.74635419517849 0.000179423210083257 0.00774067941364205 6.06136244800336
chrX_347066_348555 70.74828998148 0.742750905009442 0.194984046298199 3.80929065280303 0.000139366050851663 0.00774310861803991 4.70110458766979
chr13_114750070_114751192 47.405387459968 -0.918816641260463 0.238198124936508 -3.85736303132266 0.000114616867996084 0.0078644543056408 3.80212487314066
chr14_20929138_20930239 110.526360557733 0.63550652326836 0.167548051011991 3.79298069676071 0.00014884973151152 0.00787866023905864 4.92301184571865
chr12_52541930_52542749 45.6504942066903 -0.878342683725477 0.22919526465743 -3.83228983826653 0.000126956041389831 0.00789862517069701 4.17901372314467
chr3_88107478_88109240 118.530718656145 0.607963387914066 0.162565649653453 3.7398022842469 0.000184165056483094 0.00789862517069701 6.06136244800336
chr20_61297800_61298695 21.5943271564079 -1.36312506569017 0.354932452614357 -3.84051966972781 0.000122774133995168 0.00801690719449289 3.97653780172579
chr9_88654265_88654680 13.0333488732505 1.92654499733235 0.483032999779425 3.9884334987715 6.65110418609595e-05 0.00802687650998823 2.14903466899773
chr17_8057508_8058041 44.8715540110213 -0.92301628960529 0.239814997152515 -3.84886808817166 0.000118664883915547 0.0080850712377945 3.80212487314066
chr1_174968364_174969818 133.036460906627 0.615680390217135 0.162225303844108 3.79521798158428 0.000147513791970198 0.00811323330186785 4.70110458766979
chr20_6635240_6636134 31.943053944845 -1.08780081631413 0.284450566971249 -3.82421743045456 0.000131188105578564 0.00811323330186785 4.17901372314467
chr16_23373656_23374807 44.8179856776283 -0.978994540169659 0.254518937579214 -3.84645067860605 0.000119841241017819 0.00812719875413562 3.80212487314066
chr16_85428856_85430245 83.9650420254384 0.667321629543513 0.173496017193897 3.84632247089409 0.000119903935334026 0.00812719875413562 3.80512312704137
chr12_125423666_125425696 96.4711872653722 0.673824011321376 0.177641116974227 3.79317594258957 0.000148732693144605 0.00814820976008195 4.70110458766979
chr4_99916123_99917817 93.7000134216202 0.628904452238669 0.168521092664914 3.73190348040988 0.0001900383207011 0.00816755497355502 5.98549523606804
chr3_69343160_69344164 31.7753571911435 1.11914527666172 0.291974645759262 3.83302212338148 0.00012657856491895 0.00817903204219875 3.97653780172579
chr13_40794800_40796577 35.7593742512745 -1.13768432917797 0.284615117627871 -3.9972730143782 6.40763843584299e-05 0.00819376701150965 2.00084961859523
chr15_75442180_75443108 26.3340586729621 1.20230200781341 0.318054974501402 3.78017042399098 0.000156721047759294 0.00819376701150965 4.89603297841886
chr4_141071760_141073578 92.8682447011894 0.641232037273427 0.172047853608757 3.72705630336785 0.0001937291933269 0.00819376701150965 6.06136244800336
chr8_144391758_144392732 23.5300841921258 -1.2577546734062 0.331473728001652 -3.7944324607226 0.000147981555110406 0.00819376701150965 4.61913023642943
chr16_2581527_2583058 76.973253879792 -0.645644577395964 0.173132653557311 -3.72919009863291 0.000192096195829866 0.00819886434091236 5.98549523606804
chr7_41955995_41956601 19.4036202114469 -1.46595940698089 0.384031850139024 -3.81728600492432 0.000134927728562335 0.00822413561285783 4.18162701614218
chr7_127876849_127877625 26.1786692839878 1.24258615329609 0.327390895923067 3.79542060811637 0.000147393357689525 0.00822413561285783 4.57310336377556
chr19_17007302_17008846 33.0380274842181 -1.07042669377801 0.268077583507498 -3.99297352569604 6.52498560147206e-05 0.00829468090287338 2.00084961859523
chr20_23225140_23226178 19.2793148162378 -1.34432060682751 0.351271668182349 -3.82701119559024 0.000129708617519679 0.00829468090287338 3.97653780172579
chr8_74883945_74885258 130.301011660604 0.57153262847824 0.150988840646692 3.78526403693371 0.000153545465889519 0.00829611419552979 4.70110458766979
chr12_107908711_107909825 54.3151515173192 0.860984528610458 0.224405558492367 3.83673441243989 0.000124681183348221 0.00830389609260116 3.80512312704137
chr19_36605647_36607125 119.665881832962 0.573826782439587 0.152088729359121 3.77297374274614 0.000161313270562898 0.00830389609260116 4.92301184571865
chr1_151804997_151805477 29.0834070611088 -1.11856677178447 0.293407145940078 -3.81233649985101 0.000137659288633948 0.00832262559957048 4.1856268372899
chr11_126263920_126264965 22.8451451941762 1.26663177348016 0.331199593901808 3.8243759859672 0.000131103715819694 0.00832262559957048 3.97653780172579
chr2_37192925_37194322 85.0206281968313 0.658977553613299 0.177044109106474 3.72210946152968 0.000197565336914499 0.00832262559957048 5.98549523606804
chr20_32261512_32263021 38.8636352337573 -1.00607496246948 0.263099701281191 -3.82393046274967 0.000131340971756017 0.00832262559957048 3.97653780172579
chr9_136738922_136740090 75.4520493127916 0.665691835318004 0.179000297603096 3.71894261759311 0.000200058488919909 0.00832262559957048 6.06136244800336
chr11_57056188_57056649 21.5063816584542 1.41425952407288 0.365313386336604 3.87135970640222 0.000108229942116701 0.00833824041432629 3.26375552091871
chr3_45175193_45175815 34.8765685298773 1.02457251653902 0.268870835437204 3.81064950712482 0.000138602159037724 0.00833824041432629 4.17901372314467
chr1_239549308_239551204 64.0877322016536 0.730724071571245 0.196632920172609 3.71618379531667 0.000202254480681853 0.00836992019483342 6.06136244800336
chr2_86151376_86152309 17.3516150490706 -1.57522871964212 0.394822114385944 -3.98971755189556 6.61520211653718e-05 0.00836992019483342 1.98404309212961
chr13_20933381_20934413 49.9411103427094 0.888666127689718 0.232604996409427 3.82049457839463 0.00013318433304223 0.00839169871366173 3.97653780172579
chr7_75276913_75278052 16.2143284306106 -1.5076887262007 0.383212396015322 -3.93434226522363 8.34248334088384e-05 0.00841431399919951 2.47854629202711
chr7_82791311_82792594 51.081180113913 0.83292061979435 0.218080562551389 3.81932534495403 0.000133817169657447 0.00841431399919951 3.97653780172579
chr2_133029608_133029794 16.7818331367665 -1.42692247811056 0.36281102520821 -3.93296338580582 8.39050221461359e-05 0.00848659616094325 2.46879439729965
chr21_40356937_40357872 11.6449640463627 -2.10147814772992 0.512670633939014 -4.09908040096541 4.14794935481759e-05 0.0084895065254667 1.21868693709141
chr8_145669128_145670681 52.2830209300747 -0.806217806127828 0.210704371289818 -3.82629843506616 0.000130084571284693 0.00851744696077039 3.80512312704137
chr20_60470957_60472018 23.7879314101444 -1.23320687621175 0.324388510882762 -3.80163549213199 0.0001437440957928 0.00854660484955471 4.18562683728989
chr5_122758389_122759856 118.276964034061 0.546610129678695 0.147399515943539 3.70835769832563 0.000208607838168348 0.0085553304234266 6.06136244800336
chr8_29630641_29632078 35.556345128013 -1.01238824585344 0.261321181351295 -3.87411476030518 0.000107012978981476 0.00856109377109246 3.10381958166976
chr1_234916248_234918855 111.58175619852 -0.598569638963968 0.161522885136212 -3.70578843028463 0.000210734158896492 0.00861353233621718 6.06136244800336
chr14_90421835_90423101 70.8824989692245 0.743096261104995 0.200342155956015 3.70913579101216 0.000207967876237531 0.00861353233621718 5.98549523606804
chr6_17233601_17234380 15.9616576635375 1.61754259476802 0.410357670305842 3.94178715743867 8.08767313654762e-05 0.00863418402738596 2.3181064632807
chr20_25613441_25614067 16.5825184646345 1.65609910504788 0.422738054661294 3.91755387712795 8.94520572615581e-05 0.0087057741191358 2.53714108749651
chr5_167913120_167914469 65.6646813584379 0.726850630609277 0.190333122391438 3.81883416547143 0.000134083860096257 0.0087057741191358 3.80512312704137
chr1_109805685_109806660 115.105278428446 0.565954065660166 0.152923746092637 3.70089067342967 0.0002148440315032 0.00874240306606197 6.06136244800336
chr21_45789884_45790885 14.6827396184162 -1.77788970518649 0.452077652557666 -3.93270867322888 8.39940100196787e-05 0.00882231748158422 2.34460083731489
chr8_37350910_37351931 28.2470160848001 1.17674679713471 0.312221791664764 3.76894511706023 0.000163938926254891 0.00882231748158422 4.57310336377556
chr3_172467942_172469195 80.4300903022649 0.651785184824567 0.176302299533603 3.69697494898719 0.000218183863190613 0.00884874551599045 6.06136244800336
chr1_205717998_205719830 168.661808462879 0.501632142447239 0.133388518299944 3.7606845689615 0.000169448994020305 0.00885088437336202 4.70110458766979
chr5_172141581_172142311 46.7143742228649 0.885549345789212 0.233670196121028 3.78974024282732 0.000150804899456026 0.00885131969369728 4.17901372314467
chr4_95128419_95129487 29.8552208659151 1.11155763926942 0.287796709485919 3.86230141843859 0.000112323860139727 0.00886668426777711 3.10381958166976
chr19_1512923_1514381 37.2405965226445 -0.961045047898508 0.248991315232128 -3.85975328899545 0.000113501557466609 0.00892018018025756 3.10381958166976
chr21_44831691_44832639 32.573507626013 -1.05989526219253 0.279908961889179 -3.78657137320298 0.000152740237939633 0.00892018018025756 4.17901372314467
chr4_10956288_10956977 17.2285784746751 1.5831292892701 0.40016545729225 3.9561867732974 7.61556281000104e-05 0.00892018018025756 2.08689201670649
chr4_52710260_52711152 54.483389604906 0.859525975477338 0.232522461125771 3.69652880550073 0.000218567469744941 0.00892018018025756 5.98549523606804
chr16_2907867_2909122 27.5845657656601 -1.12367242124116 0.296864225512 -3.78513921407394 0.000153622556683711 0.00894303070051746 4.1856268372899
chr17_75598117_75598997 41.8729500428711 -0.937618492481593 0.247735334013713 -3.78475882826506 0.000153857708300621 0.0089636754898494 4.16862106423833
chr19_1566537_1568625 40.943741215423 -0.937961533415776 0.247031530539447 -3.79693042166534 0.000146498886785414 0.0089636754898494 3.97653780172579
chr2_177359628_177360159 13.226000629169 -1.87342415156531 0.474691915080201 -3.94661061638007 7.92653095551464e-05 0.0089636754898494 2.14903466899773
chr1_155010278_155011761 96.0084159983693 -0.58982797865429 0.159854215558209 -3.68978682604409 0.000224442047041681 0.00898226812822621 6.06136244800336
chr20_4432024_4432646 24.8551543925172 1.31685915970773 0.34696028298428 3.79541758607396 0.000147395153207889 0.00898226812822621 3.97653780172579
chr8_22810994_22811690 18.7257408100903 -1.44040401047226 0.380127363373212 -3.78926683333254 0.000151092552852814 0.00902346155664139 4.05324556093947
chr12_125411723_125413360 73.3482935749332 0.692510571336378 0.187729555915349 3.68887343263437 0.000225249231850059 0.0090995911281442 5.98549523606804
chr1_6427390_6428760 42.1732267160558 0.984052486319835 0.258890252144534 3.8010410904558 0.00014408940250235 0.00915356883200796 3.80212487314066
chr5_110074155_110075404 36.4249284775488 1.05122237028783 0.265754946285362 3.9556079199333 7.63402761186156e-05 0.00920557073736842 2.00084961859523
chr2_241190505_241191517 45.7064841785516 -0.95073355818885 0.250253421397886 -3.79908315689818 0.000145232360470663 0.00920609880125191 3.80212487314066
chr14_69428648_69429333 20.1504749632935 1.25767995290861 0.333292995417785 3.7734965036757 0.000160975476416556 0.009259030356755 4.1856268371571
chr1_246329268_246330214 33.8569583978304 1.04276886932433 0.274250610352098 3.80224812621407 0.000143389012920775 0.0092982890821654 3.70337183587796
chr19_57813124_57814712 69.2057871541833 0.70002715772556 0.187626945504628 3.73095216064418 0.000190757447625593 0.0092982890821654 4.92301184571865
chr20_3017491_3018113 15.0262554287201 -1.65175929835275 0.423451318953822 -3.90070646711784 9.59123872646113e-05 0.0092982890821654 2.47854629202711
chr10_101379762_101381526 141.356337853406 0.549252899166076 0.146786484450064 3.74184926646246 0.000182671075925872 0.00931212234652626 4.70110458766979
chr4_185654331_185655885 64.899323946846 0.740327809479196 0.198477584917312 3.73003233482323 0.000191455198763715 0.00931212234652626 4.92301184571865
chr8_145063866_145065230 36.3558982485573 -0.946416496918466 0.250990808961524 -3.77072172815518 0.000162776102501627 0.00931665437918545 4.17901372314467
chr2_131850466_131851563 60.8461089751792 0.797273359842796 0.213165939717611 3.74015361412322 0.000183907826113369 0.00933698034332623 4.70110458766979
chr5_106066267_106067171 19.3372808331334 1.43948907399306 0.380595291772037 3.78220410265944 0.000155445821064427 0.00933698034332623 3.97653780172579
chr7_20238767_20239425 29.5545872849266 1.12290540352506 0.297047447746887 3.78022235855695 0.0001566883598217 0.00939442120885193 3.97653780172579
chr20_25506407_25507273 22.1645191799304 -1.30151538113859 0.347870599908412 -3.74137791891943 0.00018301407358189 0.00943002543448305 4.61913023642943
chr5_141289548_141290424 33.5204631344958 1.01486558911979 0.268587187550125 3.77853313993392 0.000157754861133279 0.00943002543448305 3.97653780172579
chr9_6757018_6759088 123.24773114311 0.543909500555018 0.146017554449057 3.72495966397505 0.000195346454868707 0.00943002543448305 4.92301184571865
chr1_180153611_180154275 18.2745464859144 -1.41769414708191 0.37923529565376 -3.73829694474497 0.000185271042873233 0.00947590042007526 4.64151263845805
chr1_3633523_3634331 46.8694561421226 0.937109303484409 0.248965644335049 3.76401051633968 0.000167209846923031 0.00948687458168861 4.17901372314467
chr22_41424753_41425345 13.5543558048622 -1.99505631716976 0.5080547346855 -3.92685311436918 8.60645036887031e-05 0.00948687458168861 2.14903466899773
chr11_8090015_8090754 18.7635079647122 -1.37858399064217 0.365680164054403 -3.76991733802951 0.000163301625510586 0.00950333684079044 4.05324556093947
chr2_189156237_189158027 47.7078099466374 0.854365008520535 0.226334664592025 3.77478637689262 0.000160144839936875 0.00950333684079044 3.97653780172579
chr3_67048000_67049305 88.3637827943895 0.633710242920499 0.169747683259653 3.73324825854118 0.000189026114170771 0.00950333684079044 4.70110458766979
chr3_129179946_129180995 36.9895537082975 -0.972795650647665 0.258521140158889 -3.76292495866983 0.000167937605219293 0.00950333684079044 4.17901372314467
chr3_195641445_195642344 91.919907572729 0.667036460471081 0.178716902027596 3.73236360357278 0.000189691416781851 0.00950766862215831 4.70110458766979
chr11_45119244_45119883 18.6485539267381 1.42706426050613 0.378684250496798 3.76848062372269 0.00016424423175352 0.0095378768372099 4.05324556093947
chr2_30188924_30189700 31.704479819008 1.14436752761029 0.301905235879871 3.79048585982669 0.000150352892383136 0.00954591775048007 3.70337183587796
chr20_3080858_3082110 19.7852945382172 -1.43720629641012 0.382276473712371 -3.7595991258711 0.000170185836970294 0.00955004324867306 4.1856268371571
chr1_237802762_237803862 24.7778173754969 -1.17508413742991 0.315964978161163 -3.71903286328949 0.000199987034130451 0.00956900369090551 4.89603297841886
chr12_70787410_70788343 18.2171037920233 1.54444244440663 0.397167730444555 3.88864030488559 0.00010080738840336 0.00956900369090551 2.46879439729965
chr6_73497106_73498239 27.3654180397627 1.19130123295023 0.316980192807952 3.75828288322103 0.000171083399344565 0.00956900369090551 4.18162701614218
chr7_137809876_137810786 25.1234379213344 1.23555596802962 0.332249935642067 3.7187545744499 0.000200207454895309 0.00956900369090551 4.89603297841886
chr6_35309887_35311343 47.6231585732974 -0.824706347605303 0.218087776905167 -3.78153401950591 0.000155864916721366 0.0095702976089179 3.80512312704137
chr7_151377815_151378311 23.4782505937703 -1.19648026292204 0.317481655555523 -3.76865951775533 0.000164126583721332 0.00963300365824863 3.97653780172579
chr1_247494234_247496715 165.489407492526 0.479102140254641 0.129207794618532 3.70799719683417 0.000208904968270697 0.00989346463684704 4.92301184571865
chr9_104295462_104296651 57.2081885279518 0.769837325488369 0.210743401601725 3.65296051803914 0.000259234103330869 0.0099608290421381 6.06136244800336
chr19_18896001_18896947 16.9090217849116 -1.4697011100404 0.387369613585946 -3.79405368540688 0.000148207607537908 0.0099805626715677 3.45232701566818
chrX_2309754_2310356 31.4789991948908 1.16591174914012 0.305188282287187 3.82030312698239 0.000133287760896012 0.0099805626715677 3.10381958166976
chr1_149188591_149189379 16.8302968325072 1.54155013911625 0.406483213036428 3.79240787731644 0.000149193603579551 0.0100333052564616 3.45232701566818
chr9_139589853_139590784 21.880577948575 -1.328000749344 0.35483587445092 -3.74257747021485 0.000182142352931132 0.0100925564494402 4.18562683728989
chr11_66271825_66272712 13.6227168972712 -1.71109090453506 0.439209921364402 -3.89583846198095 9.78595982216081e-05 0.0101076283859767 2.24310907717343
chr8_42697804_42698894 80.0694596962797 0.672920511550033 0.181286531915358 3.71191673446662 0.000205695659912908 0.0101266873185624 4.70110458766979
chr1_154984318_154984947 49.0774935198942 0.865702508174799 0.230039045763477 3.7632850775468 0.000167695851746477 0.0101758724342706 3.80512312704137
chr4_56814588_56815739 73.2292120946296 0.687638336980241 0.18535235041522 3.70989812343797 0.000207342665406657 0.0101758724342706 4.70110458766979
chr4_83205640_83206604 54.9011881599567 0.780115955075618 0.207294568732415 3.76332076544961 0.000167671911733023 0.0101758724342706 3.80512312704137
chr19_57350090_57351953 15.9833080663664 -1.59217139502244 0.409917998699159 -3.88412170257238 0.00010270045867866 0.0102110344368327 2.3181064632807
chr16_23265730_23266468 16.4372125554629 -1.540051245404 0.394113685768428 -3.90763198796627 9.32051274833763e-05 0.0102829773268441 2.08689201670649
chr1_96116178_96116691 28.1334274512383 1.14266914631293 0.304966077278921 3.74687295225904 0.000179052713894534 0.0103411315571533 3.97653780172579
chr1_205270070_205270862 25.9117390567915 -1.20569813397245 0.326353186785939 -3.69445797617809 0.000220356331726128 0.0103411315571533 4.89603297841886
chr6_37247400_37247982 14.733236864275 -1.62183463190933 0.419654689989673 -3.86468844646831 0.000111231085747832 0.0103411315571533 2.46879439729965
chr7_12342389_12343689 29.795370180926 1.17701798913062 0.300639302971513 3.91505028616351 9.03853678516484e-05 0.0103576367940097 2.00084961859523
chr1_186156734_186157939 51.018428543794 0.82898890933612 0.220667602169274 3.75673139684638 0.000172147094361083 0.0103582528628636 3.80512312704137
chr7_16684209_16686447 108.319865183188 0.57756529873319 0.153747970778168 3.75657184813526 0.000172256832558805 0.0103582528628636 3.80512312704137
chr2_120041327_120042122 29.3878191026572 -1.0964415420293 0.280128910369856 -3.91406063937372 9.07568275507811e-05 0.0103680051386017 2.00084961859523
chr1_31190762_31192496 98.2928675975898 -0.569389015553261 0.153847166336604 -3.70100424409176 0.000214747884038488 0.0103788861662588 4.70110458766979
chr1_217679976_217680833 35.2022722355292 1.00634676466463 0.268800380458948 3.74384427189576 0.000181225999964378 0.0103788861662588 3.97653780172579
chr1_223282883_223283518 25.0470091331843 -1.15752039515806 0.31361144596815 -3.69093797448838 0.000223428620310232 0.0103788861662588 4.89603297841886
chr1_247373478_247374451 76.3857224759661 0.680159330815497 0.18385640359468 3.69940517445853 0.000216105363732227 0.0103788861662588 4.70110458766979
chr10_38145887_38147353 61.8602868634932 0.728914825047332 0.197028926556274 3.69953203211075 0.000215997378382135 0.0103788861662588 4.70110458766979
chr12_21653939_21655363 67.1570330040288 0.729494778719775 0.197763423085751 3.6887244736023 0.000225381128201175 0.0103788861662588 4.92301184571865
chr18_74812764_74814170 68.5248132867652 0.755812759116795 0.207868430064838 3.63601514131339 0.000276888063615081 0.0103788861662588 6.06136244800336
chr19_861887_863175 18.2663126233082 -1.33689617236562 0.357279397006159 -3.74187871891918 0.000182649663568908 0.0103788861662588 3.97653780172579
chr21_15538991_15539892 20.4598842837532 1.43366986346558 0.384386671084959 3.72975956585315 0.000191662573450816 0.0103788861662588 4.1856268371571
chr22_28415315_28416699 26.7501324604646 -1.09628889254684 0.293914608040004 -3.72995714591234 0.000191512340644197 0.0103788861662588 4.1856268372899
chr5_108083965_108085397 137.831860056926 0.535060735186261 0.147195869783294 3.63502546623075 0.000277953177679618 0.0103788861662588 6.06136244800336
chr7_149387720_149388525 24.5873250640243 1.20457205841455 0.32170243602462 3.74436722736649 0.000180848980633787 0.0103788861662588 3.97653780172579
chr1_48115745_48116444 28.5053753415589 1.10597855247208 0.299891873574898 3.68792438183843 0.000226090813865981 0.0103790524006996 4.89603297841886
chr1_202150806_202151310 16.4659463394961 -1.64561376445903 0.420775383673977 -3.91090788175497 9.19498390855402e-05 0.0103790524006996 1.98404309212961
chr14_24768113_24769449 67.1970798177359 0.709288202538271 0.189054517423502 3.75176542832557 0.000175593718210867 0.0103790524006996 3.80512312704137
chr22_39988168_39989484 26.4441812855163 -1.11212946033255 0.298297233753726 -3.72825938188461 0.000192806877980382 0.0103790524006996 4.18162701614218
chr5_138677048_138678331 75.8230952426915 0.708135436042828 0.192114648294138 3.68600438504113 0.000227802426858365 0.0103790524006996 4.92301184571865
chr8_122736232_122737236 53.8656932745223 0.771651891522265 0.209325524951887 3.68637265665344 0.000227473185256074 0.0103790524006996 4.92301184571865
chr8_144097284_144098058 35.9187634552789 0.983142247373371 0.251507948498795 3.90899076248511 9.26825074925262e-05 0.0103790524006996 2.00084961859523
chr9_116860011_116861794 21.8630240444091 -1.18925380559251 0.321219356553764 -3.70231052808133 0.000213644901858066 0.0103790524006996 4.61913023642943
chr7_120590403_120591567 88.068104249449 0.671740682218933 0.184786099784253 3.63523383524639 0.000277728606934385 0.0103810063056023 5.98549523606804
chr1_6844346_6846033 143.036091056151 0.511580884240062 0.140902903889914 3.63073343498837 0.000282616960307243 0.0104209769578942 6.06136244800336
chr1_217075918_217077460 114.518747719489 0.642969910191681 0.177111060369092 3.63032048281885 0.000283069525935385 0.0104271426380147 6.06136244800336
chr12_7341035_7343048 81.5781042353725 0.631467628135317 0.171452108110274 3.6830554905115 0.000230454968833574 0.0104323485629116 4.92301184571865
chr5_150613988_150614936 25.0533492262236 -1.18214336971811 0.316328600324752 -3.73707394305949 0.000186174186873766 0.0104323485629116 3.97653780172579
chr7_139024837_139026666 100.18134488501 0.598038111053613 0.164658107098972 3.63199918661853 0.000281234008482746 0.0104592077615817 5.98549523606804
chr8_120428086_120429602 68.0796218551782 0.677400157080473 0.186540449862088 3.63138481536463 0.000281904472554123 0.0104736163469392 5.98549523606804
chr21_11129962_11130977 60.4911883055947 -0.813252940738951 0.217123126402712 -3.74558414947728 0.000179974505930894 0.0104980652206935 3.80512312704137
chr7_73894720_73895220 20.5255114599229 -1.28566893181251 0.347912269875854 -3.69538255224882 0.000219555955557377 0.0104980652206935 4.64151263845805
chr19_40898386_40899253 19.0644552991794 -1.39647882434331 0.375343451757169 -3.72053599924469 0.000198800400294066 0.0105089267091065 4.18162701614218
chr2_196932904_196933961 40.8659916462503 0.902716311162048 0.241040064814831 3.74508823608027 0.000180330385993055 0.0105089267091065 3.80212487314066
chr5_162886474_162888041 105.363139383954 0.570631124460469 0.157369645925963 3.62605584515918 0.000287783143567389 0.0105089267091065 6.06136244800336
chr9_103501547_103502662 18.1993499271159 1.42037327244912 0.364881627291252 3.89269605870115 9.91363240956819e-05 0.0105089267091065 2.08689201670649
chr5_139975002_139975572 13.1164069146185 -1.73211305250929 0.447159794494218 -3.87358853330827 0.000107244421946069 0.0105473833316573 2.24310907717343
chr6_105812079_105812744 22.1728198557296 1.27011604902973 0.343824474250657 3.69408271996305 0.000220681959955851 0.0105473833316573 4.61913023642943
chr11_47263426_47263973 13.4531178536194 -1.75295531449075 0.449496164286389 -3.89982263202115 9.6263182652725e-05 0.0105562142532626 2.00974094846241
chr2_121960154_121960636 14.1930999476675 -1.7234950253603 0.44765647955072 -3.85003926915131 0.000118098888597008 0.010571032286916 2.4552908645588
chr3_62703655_62705044 27.7727763773723 1.07751462911526 0.289827763152747 3.71777574858271 0.000200984555866002 0.010571032286916 4.18162701614218
chr4_186642617_186643447 12.1718042561057 -1.99257862669651 0.50028145597949 -3.98291522278252 6.80750443737772e-05 0.010571032286916 1.41502503912124
chr22_23243630_23246014 48.7073271037198 -0.890764853408008 0.2396160940134 -3.7174667130589 0.00020123049065207 0.010586054286451 4.16862106423833
chr5_177630908_177632670 101.885313062646 0.600712395236187 0.162927641372072 3.68698883858732 0.000226923305886994 0.010586054286451 4.70110458766979
chr14_106168321_106169258 12.2140661760672 -1.70179934349789 0.440435216942804 -3.86390387969108 0.000111589146816595 0.0105931249572271 2.30499563386389
chr20_43882672_43883992 38.5043669399091 -0.94430122606841 0.254080167550097 -3.71654834445991 0.000201963010712141 0.0105931249572271 4.16862106423833
chr8_143556458_143557483 24.1153044878757 -1.17671856074016 0.316688872121266 -3.71569279608149 0.000202647676564329 0.0105931249572271 4.18562683728989
